userID,agent_utterance,dialogue_act
F2018_078, 人工知能を搭載した家電を持っていますか？,qy
F2018_079, 人工知能が搭載された家電を，使用したことはありますか？,qy
F2018_080, こういった家電を使用したいと思いますか？,qy
F2018_081, いいですね，私も使ってみたいです！,pa
F2018_082, これで対話を終了します．ご協力ありがとうございました・・,oa
F2019_001, これから「アニメ・漫画」について話しましょう！,op
F2019_002, 最近アニメや漫画をよく見ますか？,qy
F2019_003, どちらかといえば、アニメか漫画のどちらを見るんですか？,qw
F2019_004, 漫画ですか。おすすめの漫画ってありますか？,qy
F2019_005, それは一体どういった内容なんですか？,qw
F2019_006, どういったところが好きなんですか？,qw
F2019_007, 私も興味が出てきました。私も今度読んでみたいと思います！,pa
F2019_008, 2018年には野球漫画の「メジャーセカンド」がアニメ化されるようですよ，ご存知ですか？,qy
F2019_009, 2018年の4月頃から、NHKで放送されるようです！,io
F2019_010, 「メジャーセカンド」は前作で主人公だった茂野吾郎の息子の茂野だいごが主人公のようです．,io
F2019_011, アニメ化することはご存知でしたか？,qy
F2019_012, 「メジャー」のアニメを見ようと思いますか？,qy
F2019_013, そうですか，では別の作品を調べておきますね？,oa
F2019_014, これから「芸術作品」について話しましょう,op
F2019_015, 最近芸術作品に触れる機会はありましたか？,qy
F2019_016, 好きな作品などはありますか？,qy
F2019_017, 美術館などには行かれることはありますか？,qy
F2019_018, その時に印象に残ったものはありましたか？,qy
F2019_019, そうですか，また一度行ってみても面白いかもしれませんね！,su
F2019_020, 最近では，レオナルド・ダビンチの作品「サルバトール・ムンディ」が約510億円で落札されたことが話題になっているようです．ご存じですか？,qy
F2019_021, 「サルバトール・ムンディ」は、イエスキリスト、を描いた作品で，１５００年頃の作品です．,io
F2019_022, 510億円での落札というのは、美術品の競売額としては史上最高額だそうです，すごいですね！,io
F2019_023, すみません、知らないです。,na
F2019_024, ちなみに２位は336億円だそうなので，圧倒的な評価を受けたことがわかりますね．,io
F2019_025, ダビンチの作品を見たことはありますか？,qy
F2019_026, すみません、知らないです。,na
F2019_027, ダビンチの作品は好きですか？,qy
F2019_028, そうなんですか，有名なかたの作品なので，一度は見てみたいものですね！,oa
F2019_029, これから「音楽」について話しましょう！,op
F2019_030, 最近音楽は聞きましたか？,qy
F2019_031, 聞くとしたら、邦楽，洋楽，クラシック，それ以外のどれですか？,qw
F2019_032, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,qy
F2019_033, その歌手のどういうところが好きなんですか？,qw
F2019_034, おすすめの曲はありますか？,qy
F2019_035, その曲のどういうところが好きなんですか？,qw
F2019_036, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,pa
F2019_037, 最近では，「チャットモンチー」の解散報道が話題になっているようです．ご存知でしたか？,qy
F2019_038, デビュー記念日である１１月２３日にオフィシャルサイトで発表したそうです．,io
F2019_039, 「チャットモンチー」で好きな曲はありますか？,qy
F2019_040, その曲は何故好きなんですか？,qw
F2019_041, 解散というのは悲しいものですが，2018年の7月まで活動するそうなので，応援したいものですね！,io
F2019_042, これから「スポーツ」について話しましょう！,op
F2019_043, 最近スポーツはしましたか？,qy
F2019_044, スポーツはよくするんですか？,qy
F2019_045, 好きなスポーツはなんですか？,qw
F2019_046, 見るのが好きなんですね．最近はどこで見たんですか？,qw
F2019_047, そのスポーツはどういったところが面白いんですか？,qw
F2019_048, なるほど、面白そうですね，機会があればわたしも見てみたいです！,pa
F2019_049, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,qy
F2019_050, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるので行ってみたいものですね！,io
F2019_051, オリンピックは今までに見たことはありますか？,qy
F2019_052, 日本で開催されるオリンピックを、見に行く予定はありますか？,qy
F2019_053, そうなんですか。それは羨ましいです！,oa
F2019_054, これから「本」について話しましょう,op
F2019_055, 最近本は読みますか？,qy
F2019_056, 本はよく読む方ですか？,qy
F2019_057, よく読むんですか。いいですね。おすすめの作者や本はありますか？,qy
F2019_058, その作者のどういったところが好きなんですか？,qw
F2019_059, その作者のおすすめの本はありますか？,qy
F2019_060, その本のどういったところが好きなんですか？,qw
F2019_061, 一番好きな場面などはありますか？,qy
F2019_062, なるほど、それは面白そうですね。私も一度読んでみたいです。,pa
F2019_063, 紀伊國屋書店の，2017年におすすめする本ベスト30「キノベス」が発表されたようですよ？,io
F2019_064, 第三位は、恩田陸さんの、「蜜蜂と遠雷」，,io
F2019_065, 第2位は，トーン・テレヘンさんの「ハリネズミの願い」のようです．,io
F2019_066, 第1位は、エラフランシスサンダースさんの「翻訳できない世界のことば」のようです．,io
F2019_067, これらの作品はご存知ですか？,qy
F2019_068, そうなんですね，一度読んでみても面白いかもしれませんね？,oa
F2019_069, 今後読もうと思いますか？,qy
F2019_070, いいですね，私も読んでみたいです！,pa
F2019_071, これから「銃」について話しましょう,op
F2019_072, 銃を見たことはありますか？,qy
F2019_073, 銃か，射撃や射的ならどちらが好きなのですか？,qw
F2019_074, 射撃や射的のどういったところが好きなのですか？,qw
F2019_075, そうなんですか。それはおもしろそうですね。私も一度やってみたいです。,pa
F2019_076, またの機会があればやってみたいですか？,qy
F2019_077, なるほど、私も機会があれば一度やってみたいです。,pa
F2019_078, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy
F2019_079, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io
F2019_080, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io
F2019_081, ご存知でしたか？,qy
F2019_082, 見たことはありますか？,qy
F2019_083, バレル同軸式というのはとてもかっこいいですね，一度見てみたいですね！,pa
F2019_084, これで対話を終了します．ご協力ありがとうございました・・,oa
F3013_001, これから「映画」について話しましょう,op
F3013_002, 最近映画は見ましたか？,qy
F3013_003, 映画では洋画，邦画，それ以外のどれが好きですか？,qw
F3013_004, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy
F3013_005, それは一体どういった内容なんですか？,qw
F3013_006, それのどういったところが好きなんですか？,qw
F3013_007, なるほど、それは面白そうですね！私も観てみたいです！,pa
F3013_008, 最近では最新映画「スターウォーズ，最後のジェダイ」が注目されているようです．ご存知ですか？,qy
F3013_009, にんきを博した，「スターウォーズ，フォースの覚醒」のその後の世界を描いたシリーズ最新作だそうです．,io
F3013_010, 日本での公開は12月15日だそうです．,io
F3013_011, 「スターウォーズ」シリーズを見たことはありますか？,qy
F3013_012, すみません，その質問には答えられません．,na
F3013_013, こちらの作品を見に行く予定はありますか？,qy
F3013_014, そうですか，では一度独自で調べてみますね！,oa
F3013_015, これから「銃」について話しましょう,op
F3013_016, 銃を見たことはありますか？,qy
F3013_017, 銃か，射撃や射的ならどちらが好きなのですか？,qw
F3013_018, 銃か，射撃や射的ならどちらが好きなのですか？,qw
F3013_019, 銃か射的ならどちらが好きなのですか？,qw
F3013_020, どういったところでやったことがあるんですか？,qw
F3013_021, 射的のどういったところが好きなのですか？,qw
F3013_022, なるほど，楽しそうですね．私も一度やってみたいです！,pa
F3013_023, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy
F3013_024, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io
F3013_025, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io
F3013_026, ご存知でしたか？,qy
F3013_027, 見たことはありますか？,qy
F3013_028, バレル同軸式というのはとてもかっこいいですね，一度見てみたいですね！,pa
F3013_029, これから「食べ物」について話しましょう！,op
F3013_030, スイーツは好きですか？,qy
F3013_031, 食べるのか，見たり作ったりするののどちらが好きなんですか？,qw
F3013_032, 食べるのが好きなんですね。おすすめの美味しいものはありますか？,qy
F3013_033, それは最近食べられたんですか？,qy
F3013_034, どういったところが好きなんですか？,qw
F3013_035, いいですね，私も食べてみたいです！,pa
F3013_036, 今現在，コンビニで売られているスイーツが進化しているそうです．ご存知ですか？,qy
F3013_037, 味や見た目が良く，またコンビニなので手軽に買えるのも魅力のひとつだそうです，,io
F3013_038, 最近ではティラミス風味のシュークリームや，黒蜜の入ったきなこのわらび餅など，美味しそうな商品が売られているそうです！,io
F3013_039, また本格的な、パフェを食べられるコンビニもあり，目が離せませんね！,io
F3013_040, コンビニスイーツは好きですか？,qy
F3013_041, いいですね，私も機会があれば食べてみたいです！,pa
F3013_042, これから「鉄道」について話しましょう,op
F3013_043, 電車は好きですか？,qy
F3013_044, 電車に乗るのがすきなんですか？それとも見るのが好きなんですか？,qw
F3013_045, そうなんですか。どういったところが好きなんですか？,qw
F3013_046, 電車はよく利用しますか？,qy
F3013_047, どういったときに電車を利用するんですか？,qw
F3013_048, 臨時寝台特別急行列車であるトワイライトエクスプレスが運行終了したそうですね．ご存知でしたか？,qy
F3013_049, トワイライトエクスプレスは、1989年7月21日に運転を開始し、平均所要時間は、下りだと約22時間だそうです！長いですね,io
F3013_050, 2017年の春からは、トワイライトエクスプレスみずかぜとして、トワイライトエクスプレスの名称は、受け継がれたそうです！,io
F3013_051, ご存知でしたか？,qy
F3013_052, のってみたいですか？,qy
F3013_053, そうなんですか。一度、乗ってみたいものですね！,pa
F3013_054, これから「音楽」について話しましょう！,op
F3013_055, 最近音楽は聞きましたか？,qy
F3013_056, 聞くとしたら、邦楽，洋楽，クラシック，それ以外のどれですか？,qw
F3013_057, おすすめの歌手やきょくってありますか？,qy
F3013_058, おすすめの曲はありますか？,qy
F3013_059, その曲のどういうところが好きなんですか？,qw
F3013_060, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,pa
F3013_061, 最近では，「チャットモンチー」の解散報道が話題になっているようです．ご存知でしたか？,qy
F3013_062, デビュー記念日である１１月２３日にオフィシャルサイトで発表したそうです．,io
F3013_063, 「チャットモンチー」をご存知ですか？,qy
F3013_064, 「チャットモンチー」で好きな曲はありますか？,qy
F3013_065, 解散というのは悲しいものですが，2018年の7月まで活動するそうなので，応援したいものですね！,io
F3013_066, これから「歌舞伎」について話しましょう！,op
F3013_067, 歌舞伎を見に行ったことはありますか？,qy
F3013_068, いつごろみたんですか？,qw
F3013_069, どんな公演だったんですか？,qw
F3013_070, 歌舞伎界で活躍されている方々を見たことはありますか？,qy
F3013_071, いいですね，私も見てみたいです！,pa
F3013_072, 最近では，歌舞伎での「ナルト」の公演が行われる予定のようです．ご存知でしたか？,qy
F3013_073, 人気漫画「ナルト」をテーマにした作品で，来年の夏頃に公演されるそうです．,io
F3013_074, 坂東みのすけ、さんと，中村はやとさんが出演されるみたいです．,io
F3013_075, 漫画の歌舞伎かの先駆けである「ワンピース歌舞伎」に出演した二人だそうです．,io
F3013_076, これらの歌舞伎俳優はご存知ですか？,qy
F3013_077, 「ナルト」の歌舞伎をみに行こうと思いますか？,qy
F3013_078, そうですか、私も見てみたいです。,pa
F3013_079, これで対話を終了します．ご協力ありがとうございました・・,oa
F3016_001, これから「写真」について話しましょう！,op
F3016_002, 写真を撮りに行ったり見たりすることはありますか？,qy
F3016_003, すみません，その質問には答えられません．,na
F3016_004, 写真はよく撮りに行くんですか？,qy
F3016_005, どんな写真が好きなんですか？,qw
F3016_006, 今撮りに行きたいと思っているところってありますか？,qy
F3016_007, そうなんですか。いいところが見つかるといいですね！,oa
F3016_008, 京都で写真を撮る際に人気の場所として，清水寺や金閣寺が人気のようですよ！,io
F3016_009, 清水寺や金閣寺には行ったことはありますか？,qy
F3016_010, その時写真は撮られたんですか？,qy
F3016_011, なるほど、ではわたしも行ってみたいと思います！,pa
F3016_012, 写真を撮る場所として，大阪の箕面の滝や和歌山の白浜などがオススメですよ！,su
F3016_013, 大阪の箕面の滝や、和歌山の白浜は行ったことがありますか？,qy
F3016_014, わたしはまだ行ったことがないのですが、おすすめですか？,qy
F3016_015, なるほど、ではわたしも行ってみたいと思います！,pa
F3016_016, これから「銃」について話しましょう,op
F3016_017, これから「銃」について話しましょう,op
F3016_018, 銃を見たことはありますか？,qy
F3016_019, 銃か，射的ならどちらが好きなのですか？,qw
F3016_020, すみません，その質問には答えられません．,na
F3016_021, 射撃や射的は好きですか？,qy
F3016_022, なるほど，楽しそうですね．私も一度やってみたいです！,pa
F3016_023, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy
F3016_024, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io
F3016_025, すみません，その質問には答えられません．,na
F3016_026, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io
F3016_027, ご存知でしたか？,qy
F3016_028, 見たことはありますか？,qy
F3016_029, バレル同軸式というのはとてもかっこいいですね，一度見てみたいですね！,pa
F3016_030, これから「食べ物」について話しましょう！,op
F3016_031, スイーツは好きですか？,qy
F3016_032, 食べるのか，見たり作ったりするののどちらが好きなんですか？,qw
F3016_033, すみません，その質問には答えられません．,na
F3016_034, おすすめの美味しいものはありますか？,qy
F3016_035, はい、そうです！,pa
F3016_036, どういったところが好きなんですか？,qw
F3016_037, それは最近食べられたんですか？,qy
F3016_038, どこで食べられたんですか？,qw
F3016_039, わたしはあまり好きではありません・・,na
F3016_040, すみません，その質問には答えられません．,na
F3016_041, 今現在，コンビニで売られているスイーツが進化しているそうです．ご存知ですか？,qy
F3016_042, 味や見た目が良く，またコンビニなので手軽に買えるのも魅力のひとつだそうです，,io
F3016_043, 最近ではティラミス風味のシュークリームや，黒蜜の入ったきなこのわらび餅など，美味しそうな商品が売られているそうです！,io
F3016_044, また本格的な、パフェを食べられるコンビニもあり，目が離せませんね！,io
F3016_045, コンビニスイーツは好きですか？,qy
F3016_046, いいですね，私も機会があれば食べてみたいです！,pa
F3016_047, これから「鉄道」について話しましょう,op
F3016_048, 電車は好きですか？,qy
F3016_049, 電車に乗るのがすきなんですか？それとも見るのが好きなんですか？,qw
F3016_050, わたしはあまり好きではありません・・,na
F3016_051, では、電車はよく利用しますか？,qy
F3016_052, どういったときに電車を利用するんですか？,qw
F3016_053, すみません，その質問には答えられません．,na
F3016_054, では、駅弁などは買ったことがありますか？,qy
F3016_055, 駅弁というのは美味しいんですか？わたしは食べたことがないのでわからないのですが,qy
F3016_056, そうなんですか。それは一度食べてみたいものです！,pa
F3016_057, 臨時寝台特別急行列車であるトワイライトエクスプレスが運行終了したそうですね．ご存知でしたか？,qy
F3016_058, トワイライトエクスプレスは、1989年7月21日に運転を開始し、平均所要時間は、下りだと約22時間だそうです！長いですね,io
F3016_059, 2017年の春からは、トワイライトエクスプレスみずかぜとして、トワイライトエクスプレスの名称は、受け継がれたそうです！,io
F3016_060, ご存知でしたか？,qy
F3016_061, のってみたいですか？,qy
F3016_062, そうなんですか。一度、乗ってみたいものですね！,pa
F3016_063, これから「旅行」について話しましょう！,op
F3016_064, 最近旅行には行きましたか？,qy
F3016_065, 旅行にはよく行くんですか？,qy
F3016_066, 今まで行った中でおすすめの場所はありますか？,qy
F3016_067, その旅行ではなにが一番楽しかったんですか？,qw
F3016_068, なるほど、それは楽しそうですね！私も行ってみたいです。,pa
F3016_069, 国内での「行ってよかった旅先」のランキングが発表されたそうです！,io
F3016_070, １位が函館，２位が石垣島，３位がきよみずでら、だそうです．,io
F3016_071, 函館は，夜景や海鮮などのグルメ，有名な建造物も多くあり，魅力がたくさんあるそうです！,io
F3016_072, きよみずでらは季節ごとに見える景色が全く違って，年中楽しめますね！,io
F3016_073, これらの場所には行かれたことはありますか？,qy
F3016_074, この先，国内の旅行に行く予定はありますか？,qy
F3016_075, そうなんですか，楽しそうなので行ってみたいものですね！,oa
F3016_076, これから「歌舞伎」について話しましょう！,op
F3016_077, 歌舞伎を見に行ったことはありますか？,qy
F3016_078, 歌舞伎はよく見に行かれますか？,qy
F3016_079, すみません，その質問には答えられません．,na
F3016_080, いつごろみに行かれたんですか？,qw
F3016_081, どこに見に行かれたんですか？,qw
F3016_082, どんな公演だったんですか？,qw
F3016_083, では，歌舞伎界で活躍されている方々を見たことはありますか？,qy
F3016_084, テレビなどでも見たことはないですか？,qy
F3016_085, どういった時に見られたんですか？,qw
F3016_086, いいですね，私も見てみたいです！,pa
F3016_087, 最近では，歌舞伎での「ナルト」の公演が行われる予定のようです．ご存知でしたか？,qy
F3016_088, 人気漫画「ナルト」をテーマにした作品で，来年の夏頃に公演されるそうです．,io
F3016_089, 坂東みのすけ、さんと，中村はやとさんが出演されるみたいです．,io
F3016_090, これらの歌舞伎俳優はご存知ですか？,qy
F3016_091, 漫画の歌舞伎かの先駆けである「ワンピース歌舞伎」に出演した二人だそうです．,io
F3016_092, 「ナルト」の歌舞伎をみに行こうと思いますか？,qy
F3016_093, そうですか、私も見てみたいです。,pa
F3016_094, これで対話を終了します．ご協力ありがとうございました・・,oa
F3030_001, これから「ゲーム」について話しましょう,op
F3030_002, 最近ゲームはしますか？,qy
F3030_003, ゲームは良くする方なんですか？,qy
F3030_004, おすすめのゲームってありますか？,qy
F3030_005, すみません，その質問には答えられません．,na
F3030_006, わたしはあまり好きではありません・・,na
F3030_007, すみません，その質問には答えられません．,na
F3030_008, 最近ハマっているゲームはありますか？,qy
F3030_009, それは一体どんなゲームなんですか？,qw
F3030_010, そのゲームのどんなところが好きなんですか？,qw
F3030_011, なるほど。私もやってみたいです！,pa
F3030_012, 最近注目されているゲームでは「モンスターハンターワールド」というものがあるそうですよ？,io
F3030_013, すみません，その質問には答えられません．,na
F3030_014, プレイステーションフォーで遊ぶことができるゲームで，狩りをする人気ゲームの最新作だそうです！,io
F3030_015, 2018年1月発売予定のようですよ？,io
F3030_016, 「モンスターハンター」をやったことがありますか？,qy
F3030_017, やってみたいと思いますか？,qy
F3030_018, そうなんですか，それは残念です．,oa
F3030_019, また，ほかに注目されているゲームとしては，マリオオデッセイ，スプラトゥーン，ポケモンなどがあります．,io
F3030_020, これらのゲームでやってみたいものはありますか？,qy
F3030_021, いいですね，私もやってみたいです！,pa
F3030_022, これから「ドラマ」の話をしましょう！,op
F3030_023, 最近ドラマは見ましたか？,qy
F3030_024, ドラマはよく見る方ですか？,qy
F3030_025, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,qy
F3030_026, そのドラマはどんな内容なんですか？,qw
F3030_027, そのドラマのどういったところが好きなんですか？,qw
F3030_028, なるほど、それは面白そうですね。私も、一度見てみたいです！,pa
F3030_029, 放送予定のドラマでは「アノネ」というドラマが注目されているようです．ご存知ですか？,qy
F3030_030, 主演は、映画「ちはやふる」でも活躍された，広瀬すずさんのようです．,io
F3030_031, ドラマ「アノネ」は、生きることの意味，生きるうえで大切なものは何か，を問いかけ，真実の人間の愛を見つける物語のようです．,io
F3030_032, 2018年の1月から放送されるようですよ？,io
F3030_033, すみません，その質問には答えられません．,na
F3030_034, ドラマ「アノネ」を知っていますか？,qy
F3030_035, 見るつもりはありますか？,qy
F3030_036, そうですか，それは残念です．,oa
F3030_037, これから「写真」について話しましょう！,op
F3030_038, 写真を撮りに行ったり見たりすることはありますか？,qy
F3030_039, どんな写真が好きなんですか？,qw
F3030_040, 写真はどういったところに撮りに行くんですか？,qw
F3030_041, 今撮りに行きたいと思っているところってありますか？,qy
F3030_042, そうなんですか。いいところが見つかるといいですね！,oa
F3030_043, 京都で写真を撮る際に人気の場所として，清水寺や金閣寺が人気のようですよ！,io
F3030_044, 清水寺や金閣寺には行ったことはありますか？,qy
F3030_045, その時写真は撮られたんですか？,qy
F3030_046, いいですね，また行ってみてはいかがですか？,su
F3030_047, 写真を撮る場所として，大阪の箕面の滝や和歌山の白浜などがオススメですよ！,su
F3030_048, 大阪の箕面の滝や、和歌山の白浜は行ったことがありますか？,qy
F3030_049, わたしはまだ行ったことがないのですが、おすすめですか？,qy
F3030_050, そうなんですか、でしたら他のところを探してみますね・・,oa
F3030_051, そうなんですか．それでは一度独自で調べてみたいと思います．,oa
F3030_052, これから「銃」について話しましょう,op
F3030_053, 銃を見たことはありますか？,qy
F3030_054, 銃か，射撃や射的ならどちらが好きなのですか？,qw
F3030_055, では本物でなくてもいいので、銃を見たことはありますか？,qy
F3030_056, 一番魅力を感じるところはどこですか？,qy
F3030_057, そうなんですか，それは残念です．,oa
F3030_058, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy
F3030_059, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io
F3030_060, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io
F3030_061, ご存知でしたか？,qy
F3030_062, 見たことはありますか？,qy
F3030_063, バレル同軸式というのはとてもかっこいいですね，一度見てみたいですね！,pa
F3030_064, すみません、知らないです。,na
F3030_065, これから「ファっション」について話しましょう,op
F3030_066, ファっションに興味はありますか？,qy
F3030_067, では，服を見るのは好きですか？,qy
F3030_068, どんな服が好きなんですか？,qw
F3030_069, 好きなブランドはありますか？,qy
F3030_070, そのブランドのどんなところが好きなんですか？,qw
F3030_071, おすすめのアイテムはありますか？,qy
F3030_072, そのアイテムのどんなところが気に入っているんですか？,qw
F3030_073, いいですね，私も着てみたいです！,pa
F3030_074, では、ファっション雑誌を読むのは好きなんですか？,qy
F3030_075, どんなファっション雑誌を読むんですか？,qw
F3030_076, その雑誌のどんなところが好きなんですか？,qw
F3030_077, そうなんですか．それでは一度独自で調べてみたいと思います．,oa
F3030_078, 2018年の春夏トレンドカラーはピンクとイエローだそうですよ！,io
F3030_079, また，ポルカドットという模様が人気上昇中のようです．ご存知ですか？,qy
F3030_080, ポルカドットとは，オーソドックスな水玉模様のことだそうですよ！,io
F3030_081, はい、そうです！,pa
F3030_082, ポルカドットのアイテムを持っていますか？,qy
F3030_083, これらの情報をご存知でしたか？,qy
F3030_084, 参考になりそうな情報はありましたか？,qy
F3030_085, そうなんですか，流行りのものって身につけてみたいですよね！,oa
F3030_086, これから「鉄道」について話しましょう,op
F3030_087, 電車は好きですか？,qy
F3030_088, 電車に乗るのがすきなんですか？それとも見るのが好きなんですか？,qw
F3030_089, そうなんですか。どういったところが好きなんですか？,qw
F3030_090, どういったときに電車を利用するんですか？,qw
F3030_091, では、駅弁などは買ったことがありますか？,qy
F3030_092, 駅弁というのは美味しいんですか？わたしは食べたことがないのでわからないのですが,qy
F3030_093, そうなんですか。それは一度食べてみたいものです！,pa
F3030_094, 臨時寝台特別急行列車であるトワイライトエクスプレスが運行終了したそうですね．ご存知でしたか？,qy
F3030_095, トワイライトエクスプレスは、1989年7月21日に運転を開始し、平均所要時間は、下りだと約22時間だそうです！長いですね,io
F3030_096, 2017年の春からは、トワイライトエクスプレスみずかぜとして、トワイライトエクスプレスの名称は、受け継がれたそうです！,io
F3030_097, ご存知でしたか？,qy
F3030_098, のってみたいですか？,qy
F3030_099, そうなんですか。一度、乗ってみたいものですね！,pa
F3030_100, これで対話を終了します．ご協力ありがとうございました・・,oa
F4002_001, これから「映画」について話しましょう,op
F4002_002, 最近見た映画はありますか？,qy
F4002_003, それは一体どういった内容なんですか？,qw
F4002_004, それのどういったところが好きなんですか？,qw
F4002_005, なるほど、それは面白そうですね！私も観てみたいです！,pa
F4002_006, 映画では洋画，邦画，それ以外のどれが好きですか？,qw
F4002_007, 邦画が好きなんですか，おすすめの邦画ってありますか？,qy
F4002_008, それは一体どういった内容なんですか？,qw
F4002_009, そうなんですか，それは羨ましいです！,oa
F4002_010, 最近では「ブランク13」が注目されているようです．ご存じですか？,qy
F4002_011, 俳優の斎藤工さんが監督を務めた作品で，本人も出演されるそうですよ？,io
F4002_012, ギャンブルなどで抱えた借金を残して失踪した父が，ある日13年ぶりに見つかり，そこから父との溝を埋めていく，実話に基づいた物語のようです．,io
F4002_013, ほかには高橋いっせいさん，松岡まゆさん，などが出演されるそうです．,io
F4002_014, 2018年の2月頃に公開されるそうです．見に行きたいですか？,qy
F4002_015, なるほど，では私もチェックしておきますね！,oa
F4002_016, これから「アニメ・漫画」について話しましょう！,op
F4002_017, 最近アニメや漫画をよく見ますか？,qy
F4002_018, おすすめの漫画ってありますか？,qy
F4002_019, どういったところが好きなんですか？,qw
F4002_020, 私も興味が出てきました。私も今度読んでみたいと思います！,pa
F4002_021, 2018年には野球漫画の「メジャーセカンド」がアニメ化されるようですよ，ご存知ですか？,qy
F4002_022, 「メジャーセカンド」は前作で主人公だった茂野吾郎の息子の茂野だいごが主人公のようです．,io
F4002_023, 有名な野球選手である父を持つがゆえの，苦悩や挫折を描いているそうです．,io
F4002_024, 2018年の4月頃から、NHKで放送されるようです！,io
F4002_025, 野球漫画「メジャー」を知っていますか？,qy
F4002_026, 「メジャー」のアニメを見ようと思いますか？,qy
F4002_027, これから「ドラマ」の話をしましょう！,op
F4002_028, 最近ドラマは見ましたか？,qy
F4002_029, よく見るんですか！いいですね。今期おすすめのドラマはありますか,qy
F4002_030, そのドラマはどんな内容なんですか？,qw
F4002_031, そのドラマのどういったところが好きなんですか？,qw
F4002_032, そうなんですね．新しい知識が増えました！私も一度、見てみたいと思います！,pa
F4002_033, 放送予定のドラマでは「アノネ」というドラマが注目されているようです．ご存知ですか？,qy
F4002_034, 主演は、映画「ちはやふる」でも活躍された，広瀬すずさんのようです．,io
F4002_035, ドラマ「アノネ」は、生きることの意味，生きるうえで大切なものは何か，を問いかけ，真実の人間の愛を見つける物語のようです．,io
F4002_036, 2018年の1月から放送されるようですよ？,io
F4002_037, ドラマ「アノネ」を知っていますか？,qy
F4002_038, 見るつもりはありますか？,qy
F4002_039, そうですか，一度見てみたいものですね！,pa
F4002_040, これから「銃」について話しましょう,op
F4002_041, 銃を見たことはありますか？,qy
F4002_042, 銃か，射撃や射的ならどちらが好きなのですか？,qw
F4002_043, では本物でなくてもいいので、銃を見たことはありますか？,qy
F4002_044, 射撃や射的は好きですか？,qy
F4002_045, またの機会があればやってみたいですか？,qy
F4002_046, とあるモデルガンのランキングによると、ライフル・SMG部門で一番人気のあるものは、東京マルイのHK417、アーリーマリアントだそうです。ご存知でしたか？,qy
F4002_047, HK417は、イギリス、オーストラリア、フランスなどの、数カ国の軍隊や法執行部隊で使用されているようですね？,io
F4002_048, ダイアルはバレル同軸式のドラムタイプで、操作性も良いそうです！いいですね,io
F4002_049, ご存知でしたか？,qy
F4002_050, 見たことはありますか？,qy
F4002_051, バレル同軸式というのはとてもかっこいいですね，一度見てみたいですね！,pa
F4002_052, これから「スポーツ」について話しましょう！,op
F4002_053, 最近スポーツはしましたか？,qy
F4002_054, スポーツはよくするんですか？,qy
F4002_055, どんなスポーツをしたんですか？,qw
F4002_056, そのスポーツはするほうが好きですか？それとも見るほうが好きですか？,qw
F4002_057, するのが好きなんですね．最近はどこでしたんですか？,qw
F4002_058, そうなんですか，それは残念です．,oa
F4002_059, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,qy
F4002_060, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるので行ってみたいものですね！,io
F4002_061, オリンピックは今までに見たことはありますか？,qy
F4002_062, 日本で開催されるオリンピックを、見に行く予定はありますか？,qy
F4002_063, そうなんですか。それは羨ましいです！,oa
F4002_064, これから「歌舞伎」について話しましょう！,op
F4002_065, 歌舞伎を見に行ったことはありますか？,qy
F4002_066, テレビなどでも見たことはないですか？,qy
F4002_067, そうなんですか，それは残念です．,oa
F4002_068, では，歌舞伎界で活躍されている方々を見たことはありますか？,qy
F4002_069, いいですね，私も見てみたいです！,pa
F4002_070, 最近では，歌舞伎での「ナルト」の公演が行われる予定のようです．ご存知でしたか？,qy
F4002_071, 坂東みのすけ、さんと，中村はやとさんが出演されるみたいです．,io
