index,state_i-1,state_i,action
1902F4006_044,4.0,4.8,6
1902F4006_045,4.8,5.8,7
1902F4006_046,5.8,3.8,1
1902F4006_047,3.8,5.4,6
1902F4006_048,5.4,4.8,7
1902F4006_049,4.8,3.8,7
1902F4006_050,3.8,3.0,6
1902F4006_051,3.0,4.0,3
1902F4006_052,4.0,4.2,5
1902F4006_053,4.2,4.6,6
1902F4006_054,4.6,5.2,7
1902F4006_055,5.2,4.0,3
1902F4006_056,4.0,4.6,6
1902F4006_057,4.6,4.0,3
1902F4006_058,4.0,4.0,3
1902F4006_059,4.0,4.0,4
1902F4006_060,4.0,4.0,4
1902F4006_061,4.0,3.4,7
1902F4006_062,3.4,3.6,6
1902F4006_063,3.6,4.6,7
1902F4006_064,4.6,4.0,3
1902F4006_065,4.0,4.4,7
1902F4006_066,4.4,5.2,6
1902F4006_067,5.2,4.2,5
1902F4006_068,4.2,4.4,7
1902F4006_069,4.4,4.2,0
1902F4006_070,4.2,3.8,7
1902F4006_071,3.8,3.8,3
1902F4006_072,3.8,2.8,7
1902F4006_073,2.8,3.6,3
1902F4006_074,3.6,4.0,4
1902F4006_075,4.0,4.8,7
1902F4006_076,4.8,4.8,6
1902F4006_077,4.8,5.8,7
1902F4006_078,5.8,4.2,3
1902F4006_079,4.2,3.4,7
1902F4006_080,3.4,4.0,3
1902F4006_081,4.0,4.4,7
1902F4006_082,4.4,3.8,3
1902F4006_083,3.8,3.8,3
1902F4006_084,3.8,3.6,7
1902F4006_085,3.6,4.8,6
1902F4006_086,4.8,4.0,3
1902F4006_087,4.0,3.8,3
1902F4006_088,3.8,4.0,4
1902F4006_089,4.0,4.8,7
1902F4006_090,4.8,4.8,7
1902F4006_091,4.8,5.4,7
1902F4006_092,5.4,4.0,3
1902F4006_093,4.0,5.6,7
1902F4006_094,5.6,6.2,6
1902F4006_095,6.2,4.8,5
1902F4006_096,4.8,5.8,7
1902F4006_097,5.8,4.4,5
1902F4006_098,4.4,4.4,3
1902F4006_099,4.4,4.0,4
1902F4006_100,4.0,4.8,7
1902F4006_101,4.8,5.2,6
1902F4006_102,5.2,5.2,7
1902F4006_103,5.2,3.8,3
1902F4006_104,3.8,3.6,3
1902F4006_106,3.6,2.4,2
1902F4006_107,2.4,4.0,3
1902F4006_108,4.0,3.4,6
1902F4006_109,3.4,2.4,6
1902F4006_110,2.4,4.0,3
1902F4006_111,4.0,3.4,7
1902F4006_112,3.4,5.0,7
1902F4006_113,5.0,3.8,3
1902F4006_114,3.8,3.8,0
1902F4006_115,3.8,3.8,5
1902F4006_116,3.8,3.8,3
1902F4007_001,4.0,4.2,3
1902F4007_002,4.2,4.4,3
1902F4007_003,4.4,4.8,7
1902F4007_004,4.8,5.8,7
1902F4007_005,5.8,4.2,3
1902F4007_006,4.2,5.0,6
1902F4007_007,5.0,6.0,3
1902F4007_008,6.0,5.2,3
1902F4007_009,5.2,4.4,4
1902F4007_010,4.4,4.8,6
1902F4007_011,4.8,5.6,6
1902F4007_012,5.6,4.8,5
1902F4007_013,4.8,4.8,6
1902F4007_014,4.8,5.2,7
1902F4007_015,5.2,5.6,6
1902F4007_016,5.6,4.0,5
1902F4007_017,4.0,4.0,4
1902F4007_018,4.0,3.6,4
1902F4007_019,3.6,5.4,6
1902F4007_020,5.4,6.0,6
1902F4007_021,6.0,4.4,5
1902F4007_022,4.4,6.4,7
1902F4007_023,6.4,5.0,5
1902F4007_024,5.0,4.8,5
1902F4007_025,4.8,5.0,7
1902F4007_026,5.0,5.4,0
1902F4007_027,5.4,4.0,7
1902F4007_028,4.0,4.0,3
1902F4007_029,4.0,3.8,7
1902F4007_030,3.8,3.8,7
1902F4007_031,3.8,4.0,3
1902F4007_032,4.0,4.0,3
1902F4007_033,4.0,4.2,6
1902F4007_034,4.2,6.0,6
1902F4007_035,6.0,4.0,3
1902F4007_036,4.0,6.4,7
1902F4007_037,6.4,4.2,5
1902F4007_038,4.2,4.0,4
1902F4007_039,4.0,4.6,6
1902F4007_040,4.6,5.4,7
1902F4007_041,5.4,4.2,3
1902F4007_042,4.2,3.8,7
1902F4007_043,3.8,2.8,6
1902F4007_044,2.8,3.8,3
1902F4007_046,3.8,3.8,3
1902F4007_047,3.8,4.0,4
1902F4007_048,4.0,5.0,7
1902F4007_049,5.0,6.2,6
1902F4007_050,6.2,5.6,5
1902F4007_051,5.6,6.0,7
1902F4007_052,6.0,4.4,3
1902F4007_053,4.4,5.6,7
1902F4007_054,5.6,5.2,5
1902F4007_055,5.2,6.0,7
1902F4007_056,6.0,4.2,5
1902F4007_057,4.2,5.0,7
1902F4007_058,5.0,4.2,5
1902F4007_059,4.2,4.0,4
1902F4007_060,4.0,5.4,7
1902F4007_061,5.4,4.4,5
1902F4008_001,4.0,4.0,3
1902F4008_002,4.0,4.2,3
1902F4008_003,4.2,4.4,7
1902F4008_004,4.4,4.4,7
1902F4008_005,4.4,4.6,6
1902F4008_006,4.6,3.8,3
1902F4008_007,3.8,4.6,3
1902F4008_008,4.6,4.0,3
1902F4008_009,4.0,4.0,4
1902F4008_010,4.0,4.4,6
1902F4008_011,4.4,4.8,6
1902F4008_012,4.8,4.8,6
1902F4008_013,4.8,6.0,7
1902F4008_014,6.0,4.0,3
1902F4008_015,4.0,4.6,5
1902F4008_016,4.6,4.8,6
1902F4008_017,4.8,4.8,7
1902F4008_018,4.8,4.0,3
1902F4008_019,4.0,5.6,7
1902F4008_020,5.6,4.0,3
1902F4008_021,4.0,4.0,3
1902F4008_022,4.0,4.0,4
1902F4008_023,4.0,4.6,6
1902F4008_024,4.6,5.0,6
1902F4008_025,5.0,5.0,7
1902F4008_026,5.0,5.2,6
1902F4008_027,5.2,5.8,6
1902F4008_028,5.8,4.4,5
1902F4008_029,4.4,4.0,6
1902F4008_030,4.0,3.6,3
1902F4008_031,3.6,4.2,3
1902F4008_032,4.2,4.0,3
1902F4008_033,4.0,4.0,4
1902F4008_034,4.0,4.0,7
1902F4008_035,4.0,5.0,6
1902F4008_036,5.0,4.0,3
1902F4008_037,4.0,4.0,4
1902F4008_038,4.0,4.0,4
1902F4008_039,4.0,2.8,7
1902F4008_040,2.8,4.6,6
1902F4008_041,4.6,2.8,7
1902F4008_042,2.8,3.8,3
1902F4008_043,3.8,4.0,3
1902F4008_044,4.0,5.0,7
1902F4008_045,5.0,4.8,6
1902F4008_046,4.8,4.0,3
1902F4008_047,4.0,2.4,7
1902F4008_048,2.4,4.4,7
1902F4008_049,4.4,4.0,3
1902F4008_050,4.0,4.8,7
1902F4008_051,4.8,4.8,6
1902F4008_052,4.8,4.0,3
1902F4008_053,4.0,4.0,3
1902F4008_054,4.0,4.0,4
1902F4008_055,4.0,4.6,7
1902F4008_056,4.6,3.8,3
1902F4008_057,3.8,4.6,7
1902F4008_058,4.6,5.6,7
1902F4008_059,5.6,4.2,5
1902F4008_060,4.2,3.6,6
1902F4008_061,3.6,5.2,3
1902F4008_062,5.2,4.0,5
1902F4008_063,4.0,5.8,7
1902F4008_064,5.8,4.2,5
1902F4008_065,4.2,4.0,3
1902F4008_066,4.0,4.0,4
1902F4008_067,4.0,5.6,6
1902F4008_068,5.6,4.2,3
1902F4008_069,4.2,5.6,6
1902F4008_070,5.6,5.2,3
1902F4008_071,5.2,4.4,7
1902F4008_072,4.4,6.0,3
1902F4008_073,6.0,4.0,7
1902F4008_074,4.0,4.2,3
1902F4008_075,4.2,4.2,5
1902F4008_076,4.2,4.2,3
1902F4008_077,4.2,5.2,6
1902F4008_078,5.2,3.4,6
1902F4008_079,3.4,3.8,3
1902F4008_080,3.8,3.0,7
1902F4008_081,3.0,3.4,7
1902F4008_082,3.4,5.2,0
1902F4008_083,5.2,4.0,3
1902F4009_001,4.0,4.0,3
1902F4009_002,4.0,4.0,3
1902F4009_003,4.0,4.8,7
1902F4009_004,4.8,5.0,7
1902F4009_005,5.0,4.0,3
1902F4009_006,4.0,4.8,6
1902F4009_007,4.8,5.0,3
1902F4009_008,5.0,4.8,3
1902F4009_009,4.8,4.0,4
1902F4009_010,4.0,5.0,6
1902F4009_011,5.0,5.2,6
1902F4009_012,5.2,5.0,6
1902F4009_013,5.0,5.4,7
1902F4009_014,5.4,3.8,3
1902F4009_015,3.8,4.0,6
1902F4009_016,4.0,5.0,7
1902F4009_017,5.0,4.8,6
1902F4009_018,4.8,5.2,7
1902F4009_019,5.2,4.2,5
1902F4009_020,4.2,5.0,7
1902F4009_021,5.0,4.0,3
1902F4009_022,4.0,4.0,4
1902F4009_023,4.0,5.2,6
1902F4009_024,5.2,5.4,7
1902F4009_025,5.4,5.4,3
1902F4009_026,5.4,5.4,6
1902F4009_027,5.4,4.6,3
1902F4009_028,4.6,5.4,6
1902F4009_029,5.4,4.2,7
1902F4009_030,4.2,3.8,6
1902F4009_031,3.8,4.4,6
1902F4009_032,4.4,3.2,7
1902F4009_033,3.2,4.2,3
1902F4009_034,4.2,3.8,3
1902F4009_035,3.8,5.0,3
1902F4009_036,5.0,3.8,7
1902F4009_037,3.8,4.6,0
1902F4009_038,4.6,4.0,4
1902F4009_039,4.0,4.0,4
1902F4009_040,4.0,4.6,7
1902F4009_041,4.6,5.2,7
1902F4009_042,5.2,5.6,7
1902F4009_043,5.6,5.6,6
1902F4009_044,5.6,5.2,6
1902F4009_045,5.2,2.8,7
1902F4009_047,2.8,4.0,4
1902F4009_048,4.0,4.2,6
1902F4009_049,4.2,5.4,7
1902F4009_050,5.4,5.6,6
1902F4009_051,5.6,5.8,7
1902F4009_052,5.8,4.4,3
1902F4009_053,4.4,4.0,7
1902F4009_054,4.0,4.0,3
1902F4009_055,4.0,6.0,7
1902F4009_056,6.0,4.0,3
1902F4009_057,4.0,4.0,4
1902F4009_058,4.0,5.2,6
1902F4009_059,5.2,5.6,7
1902F4009_060,5.6,5.6,7
1902F4009_061,5.6,4.2,5
1902F4009_062,4.2,5.4,7
1902F4009_063,5.4,6.2,6
1902F4009_064,6.2,4.4,3
1902F4009_065,4.4,4.4,5
1902F4009_066,4.4,5.6,7
1902F4009_067,5.6,4.4,0
1902F4009_068,4.4,3.0,7
1902F4009_069,3.0,3.4,3
1902F4009_070,3.4,4.8,7
1902F4009_071,4.8,3.8,3
1902F4009_072,3.8,4.2,4
1902F4009_073,4.2,4.8,7
1902F4009_074,4.8,4.2,6
1902F4009_075,4.2,4.2,3
1902F4009_076,4.2,2.8,7
1902F4009_077,2.8,3.8,3
1902F4009_078,3.8,3.8,3
1902F4009_079,3.8,4.0,4
1902F4009_080,4.0,3.8,7
1902F4009_081,3.8,5.2,7
1902F4009_082,5.2,5.6,6
1902F4009_083,5.6,5.2,7
1902F4009_084,5.2,5.0,6
1902F4009_085,5.0,4.0,3
1902F4009_086,4.0,5.0,7
1902F4009_087,5.0,4.2,3
1902F4009_088,4.2,5.2,7
1902F4009_089,5.2,4.2,5
1902F4009_090,4.2,4.4,3
1902F4009_091,4.4,4.0,4
1902F4009_092,4.0,5.4,6
1902F4009_093,5.4,4.8,7
1902F4009_094,4.8,3.8,5
1902F4009_095,3.8,4.6,7
1902F4009_096,4.6,4.4,6
1902F4009_097,4.4,3.0,3
1902F4009_098,3.0,4.0,7
1902F4009_099,4.0,3.6,3
1902F4009_100,3.6,4.0,3
1902F4009_101,4.0,5.2,6
1902F4009_102,5.2,4.0,6
1902F4009_103,4.0,3.8,3
1902F4009_104,3.8,3.4,7
1902F4009_105,3.4,5.0,7
1902F4009_106,5.0,3.8,3
1902F4009_107,3.8,4.0,3
1902F4010_001,4.0,4.0,3
1902F4010_002,4.0,4.6,3
1902F4010_003,4.6,5.0,7
1902F4010_004,5.0,5.0,7
1902F4010_005,5.0,4.8,6
1902F4010_006,4.8,5.0,3
1902F4010_007,5.0,4.8,3
1902F4010_008,4.8,4.4,4
1902F4010_009,4.4,5.2,6
1902F4010_010,5.2,5.4,6
1902F4010_011,5.4,5.4,6
1902F4010_012,5.4,4.4,3
1902F4010_013,4.4,5.4,7
1902F4010_014,5.4,5.6,6
1902F4010_015,5.6,5.4,7
1902F4010_016,5.4,5.2,5
1902F4010_017,5.2,4.4,0
1902F4010_018,4.4,4.2,3
1902F4010_019,4.2,3.6,3
1902F4010_020,3.6,3.8,3
1902F4010_021,3.8,4.0,4
1902F4010_022,4.0,4.2,4
1902F4010_023,4.2,5.2,6
1902F4010_024,5.2,5.6,7
1902F4010_025,5.6,5.6,5
1902F4010_026,5.6,6.0,7
1902F4010_027,6.0,4.8,3
1902F4010_028,4.8,5.4,7
1902F4010_029,5.4,5.0,5
1902F4010_030,5.0,4.8,5
1902F4010_031,4.8,4.8,7
1902F4010_032,4.8,4.6,0
1902F4010_033,4.6,5.2,7
1902F4010_034,5.2,4.4,7
1902F4010_035,4.4,4.4,7
1902F4010_036,4.4,4.0,7
1902F4010_037,4.0,4.0,3
1902F4010_038,4.0,3.4,3
1902F4010_039,3.4,4.8,6
1902F4010_040,4.8,4.0,4
1902F4010_041,4.0,5.4,7
1902F4010_042,5.4,5.6,7
1902F4010_043,5.6,5.6,6
1902F4010_044,5.6,5.8,6
1902F4010_045,5.8,5.2,5
1902F4010_046,5.2,5.2,7
1902F4010_047,5.2,4.4,5
1902F4010_048,4.4,4.0,3
1902F4010_049,4.0,4.0,4
1902F4010_050,4.0,4.0,4
1902F4010_051,4.0,4.4,6
1902F4010_052,4.4,3.0,7
1902F4010_053,3.0,2.8,7
1902F4010_054,2.8,4.0,3
1902F4010_055,4.0,2.8,7
1902F4010_056,2.8,3.8,3
1902F4010_057,3.8,3.4,3
1902F4010_058,3.4,3.8,3
1902F4010_059,3.8,4.0,7
1902F4010_060,4.0,5.2,6
1902F4010_061,5.2,4.2,3
1902F4010_062,4.2,5.2,7
1902F4010_063,5.2,4.8,6
1902F4010_064,4.8,5.0,5
1902F4010_065,5.0,3.8,3
1902F4010_066,3.8,3.4,7
1902F4010_067,3.4,4.2,3
1902F4010_068,4.2,3.8,3
1902F4010_069,3.8,4.0,3
1902F4010_070,4.0,4.0,4
1902F4010_071,4.0,4.0,4
1902F4010_072,4.0,5.0,7
1902F4010_073,5.0,4.6,7
1902F4010_074,4.6,5.6,6
1902F4010_075,5.6,6.4,6
1902F4010_076,6.4,4.0,7
1902F4010_077,4.0,4.0,3
1902F4010_078,4.0,3.4,7
1902F4010_079,3.4,3.8,3
1902F4010_080,3.8,4.0,3
1902F4010_081,4.0,4.4,7
1902F4010_082,4.4,5.4,7
1902F4010_083,5.4,4.8,3
1902F4010_084,4.8,3.8,3
1902F4010_085,3.8,4.2,4
1902F4010_086,4.2,4.8,7
1902F4010_087,4.8,5.2,6
1902F4010_088,5.2,5.4,6
1902F4010_089,5.4,5.2,7
1902F4010_090,5.2,4.8,3
1902F4010_091,4.8,3.4,5
1902F4010_092,3.4,5.0,7
1902F4010_093,5.0,5.2,6
1902F4010_094,5.2,4.8,3
1902F4010_095,4.8,4.4,3
1902F4010_096,4.4,5.2,6
1902F4010_097,5.2,5.2,6
1902F4010_098,5.2,4.4,3
1902F4011_001,4.0,4.0,3
1902F4011_002,4.0,4.4,3
1902F4011_003,4.4,5.0,7
1902F4011_004,5.0,5.0,7
1902F4011_005,5.0,4.2,3
1902F4011_006,4.2,5.0,3
1902F4011_007,5.0,4.4,4
1902F4011_008,4.4,5.4,6
1902F4011_009,5.4,5.6,6
1902F4011_010,5.6,4.8,5
1902F4011_011,4.8,5.0,6
1902F4011_012,5.0,6.2,7
1902F4011_013,6.2,5.0,6
1902F4011_014,5.0,6.0,7
1902F4011_015,6.0,5.2,6
1902F4011_019,5.2,4.0,0
1902F4011_020,4.0,3.8,3
1902F4011_021,3.8,4.0,4
1902F4011_022,4.0,4.0,4
1902F4011_023,4.0,4.2,6
1902F4011_024,4.2,4.4,6
1902F4011_025,4.4,3.6,4
1902F4011_026,3.6,4.8,7
1902F4011_027,4.8,5.4,6
1902F4011_028,5.4,5.0,6
1902F4011_029,5.0,4.0,6
1902F4011_030,4.0,4.6,5
1902F4011_031,4.6,5.8,7
1902F4011_032,5.8,6.0,6
1902F4011_033,6.0,4.0,3
1902F4011_034,4.0,4.6,3
1902F4011_035,4.6,4.2,3
1902F4011_036,4.2,4.6,6
1902F4011_037,4.6,4.2,3
1902F4011_038,4.2,3.8,3
1902F4011_039,3.8,4.6,7
1902F4011_040,4.6,3.4,3
1902F4011_041,3.4,3.8,4
1902F4011_042,3.8,3.8,6
1902F4011_043,3.8,5.4,7
1902F4011_044,5.4,5.0,5
1902F4011_045,5.0,5.6,6
1902F4011_046,5.6,4.8,5
1902F4011_047,4.8,4.6,7
1902F4011_048,4.6,4.6,6
1902F4011_049,4.6,5.0,7
1902F4011_050,5.0,3.8,3
1902F4011_051,3.8,4.0,3
1902F4011_052,4.0,4.0,5
1902F4011_053,4.0,2.6,7
1902F4011_054,2.6,3.6,3
1902F4011_055,3.6,3.8,3
1902F4011_056,3.8,3.2,7
1902F4011_057,3.2,3.8,3
1902F4011_058,3.8,4.0,6
1902F4011_059,4.0,4.0,3
1902F4011_060,4.0,4.4,7
1902F4011_061,4.4,3.8,3
1902F4011_062,3.8,3.8,7
1902F4011_063,3.8,4.4,6
1902F4011_064,4.4,4.0,3
1902F4011_065,4.0,3.6,3
1902F4011_066,3.6,4.0,4
1902F4011_067,4.0,4.0,4
1902F4011_068,4.0,2.8,7
1902F4011_069,2.8,5.2,7
1902F4011_070,5.2,4.4,7
1902F4011_071,4.4,4.8,3
1902F4011_072,4.8,5.4,6
1902F4011_073,5.4,5.2,5
1902F4011_074,5.2,5.4,7
1902F4011_075,5.4,4.6,5
1902F4011_076,4.6,4.0,3
1902F4011_077,4.0,4.0,3
1902F4011_078,4.0,2.2,6
1902F4011_079,2.2,5.2,6
1902F4011_080,5.2,4.2,3
1902F6001_001,4.0,4.0,3
1902F6001_002,4.0,4.6,3
1902F6001_003,4.6,5.0,7
1902F6001_004,5.0,5.0,6
1902F6001_005,5.0,5.0,7
1902F6001_006,5.0,4.0,3
1902F6001_007,4.0,3.8,3
1902F6001_008,3.8,4.8,3
1902F6001_009,4.8,4.0,4
1902F6001_010,4.0,5.4,6
1902F6001_011,5.4,5.8,6
1902F6001_012,5.8,3.8,7
1902F6001_013,3.8,5.6,0
1902F6001_014,5.6,4.2,3
1902F6001_015,4.2,5.2,6
1902F6001_016,5.2,4.0,3
1902F6001_017,4.0,5.2,6
1902F6001_018,5.2,3.8,6
1902F6001_019,3.8,5.2,7
1902F6001_020,5.2,4.0,5
1902F6001_021,4.0,5.8,7
1902F6001_022,5.8,5.2,6
1902F6001_023,5.2,3.8,5
1902F6001_024,3.8,4.0,4
1902F6001_025,4.0,5.2,6
1902F6001_026,5.2,5.6,7
1902F6001_027,5.6,5.4,6
1902F6001_028,5.4,5.6,7
1902F6001_029,5.6,4.0,5
1902F6001_030,4.0,4.2,7
1902F6001_031,4.2,3.6,5
1902F6001_032,3.6,5.2,7
1902F6001_033,5.2,4.0,0
1902F6001_034,4.0,4.6,7
1902F6001_035,4.6,5.2,5
1902F6001_036,5.2,4.4,7
1902F6001_037,4.4,4.0,3
1902F6001_038,4.0,4.0,3
1902F6001_039,4.0,4.0,4
1902F6001_040,4.0,4.4,7
1902F6001_041,4.4,5.2,7
1902F6001_042,5.2,5.0,6
1902F6001_043,5.0,2.4,7
1902F6001_044,2.4,3.6,3
1902F6001_045,3.6,4.0,4
1902F6001_046,4.0,5.2,6
1902F6001_047,5.2,3.4,7
1902F6001_048,3.4,5.6,7
1902F6001_049,5.6,4.0,3
1902F6001_050,4.0,4.6,7
1902F6001_051,4.6,5.2,7
1902F6001_052,5.2,5.4,6
1902F6001_053,5.4,5.2,6
1902F6001_054,5.2,2.8,7
1902F6001_055,2.8,4.2,3
1902F6001_056,4.2,3.8,4
1902F6001_057,3.8,4.4,6
1902F6001_058,4.4,5.2,7
1902F6001_059,5.2,3.2,6
1902F6001_060,3.2,3.6,3
1902F6001_061,3.6,5.6,7
1902F6001_062,5.6,5.2,7
1902F6001_063,5.2,4.0,7
1902F6001_064,4.0,4.4,6
1902F6001_065,4.4,3.8,5
1902F6001_066,3.8,3.0,7
1902F6001_067,3.0,3.6,3
1902F6001_068,3.6,4.0,4
1902F6001_069,4.0,3.2,7
1902F6001_070,3.2,3.6,3
1902F6001_071,3.6,2.8,7
1902F6001_072,2.8,3.8,3
1902F6001_073,3.8,4.0,4
1902F6001_074,4.0,3.0,7
1902F6001_075,3.0,3.2,6
1902F6001_076,3.2,3.8,3
1902F6001_077,3.8,3.6,7
1902F6001_078,3.6,3.8,5
1902F6001_079,3.8,3.8,3
1902F6001_080,3.8,5.4,6
1902F6001_081,5.4,4.0,3
1902F6001_082,4.0,2.4,6
1902F6001_083,2.4,3.8,3
1902F6001_084,3.8,3.2,7
1902F6001_085,3.2,4.0,3
1902F6001_086,4.0,4.0,3
1902F6002_001,4.0,4.4,3
1902F6002_002,4.4,5.0,3
1902F6002_003,5.0,5.2,7
1902F6002_004,5.2,4.8,7
1902F6002_005,4.8,5.0,3
1902F6002_006,5.0,5.2,3
1902F6002_007,5.2,4.6,4
1902F6002_008,4.6,5.6,6
1902F6002_009,5.6,5.6,6
1902F6002_010,5.6,5.8,6
1902F6002_011,5.8,6.0,7
1902F6002_012,6.0,5.2,5
1902F6002_013,5.2,4.2,3
1902F6002_014,4.2,5.4,7
1902F6002_015,5.4,5.4,3
1902F6002_016,5.4,4.4,3
1902F6002_017,4.4,4.0,4
1902F6002_018,4.0,4.8,4
1902F6002_019,4.8,5.2,1
1902F6002_020,5.2,4.4,6
1902F6002_021,4.4,4.4,3
1902F6002_022,4.4,4.6,7
1902F6002_023,4.6,3.8,7
1902F6002_024,3.8,4.2,3
1902F6002_025,4.2,5.4,6
1902F6002_026,5.4,5.4,7
1902F6002_027,5.4,6.0,7
1902F6002_028,6.0,4.8,5
1902F6002_029,4.8,5.2,7
1902F6002_030,5.2,5.6,3
1902F6002_031,5.6,4.2,5
1902F6002_032,4.2,4.6,7
1902F6002_033,4.6,5.2,0
1902F6002_034,5.2,5.2,6
1902F6002_035,5.2,5.4,7
1902F6002_036,5.4,5.0,5
1902F6002_037,5.0,4.2,4
1902F6002_038,4.2,5.0,6
1902F6002_039,5.0,5.8,7
1902F6002_040,5.8,4.2,3
1902F6002_041,4.2,5.6,6
1902F6002_042,5.6,5.4,5
1902F6002_043,5.4,5.6,6
1902F6002_044,5.6,6.0,5
1902F6002_045,6.0,4.0,3
1902F6002_046,4.0,4.4,7
1902F6002_047,4.4,5.0,3
1902F6002_048,5.0,4.8,3
1902F6002_049,4.8,4.0,3
1902F6002_050,4.0,4.0,4
1902F6002_051,4.0,4.0,4
1902F6002_052,4.0,3.2,7
1902F6002_053,3.2,5.0,6
1902F6002_054,5.0,4.6,5
1902F6002_055,4.6,5.2,7
1902F6002_056,5.2,5.8,6
1902F6002_057,5.8,5.6,7
1902F6002_058,5.6,5.2,7
1902F6002_059,5.2,5.8,6
1902F6002_060,5.8,5.0,5
1902F6002_061,5.0,5.4,7
1902F6002_062,5.4,4.4,3
1902F6002_063,4.4,4.6,3
1902F6002_064,4.6,3.8,4
1902F6002_065,3.8,4.2,7
1902F6002_066,4.2,5.0,6
1902F6002_067,5.0,5.0,3
1902F6002_068,5.0,4.4,7
1902F6002_069,4.4,4.8,6
1902F6002_070,4.8,5.0,5
1902F6002_071,5.0,4.2,7
1902F6002_072,4.2,4.8,6
1902F6002_073,4.8,4.6,3
1902F6002_074,4.6,3.6,7
1902F6002_075,3.6,4.0,3
1902F6002_076,4.0,4.2,3
1902F6002_077,4.2,4.0,6
1902F6002_078,4.0,4.8,6
1902F6002_079,4.8,5.2,5
1902F6002_080,5.2,4.0,3
1902F7001_001,4.0,4.0,3
1902F7001_002,4.0,4.0,3
1902F7001_003,4.0,4.6,7
1902F7001_004,4.6,4.6,7
1902F7001_005,4.6,4.2,6
1902F7001_006,4.2,3.8,3
1902F7001_007,3.8,5.0,3
1902F7001_008,5.0,4.0,4
1902F7001_009,4.0,5.0,6
1902F7001_010,5.0,5.0,6
1902F7001_011,5.0,4.2,3
1902F7001_012,4.2,3.4,7
1902F7001_013,3.4,4.4,6
1902F7001_014,4.4,3.0,7
1902F7001_015,3.0,4.2,0
1902F7001_016,4.2,2.8,6
1902F7001_017,2.8,3.8,7
1902F7001_018,3.8,3.6,3
1902F7001_019,3.6,4.0,4
1902F7001_020,4.0,4.8,6
1902F7001_021,4.8,4.4,7
1902F7001_022,4.4,3.8,6
1902F7001_023,3.8,4.4,6
1902F7001_024,4.4,4.0,3
1902F7001_025,4.0,5.4,7
1902F7001_026,5.4,5.2,7
1902F7001_027,5.2,4.0,3
1902F7001_028,4.0,4.6,7
1902F7001_029,4.6,5.0,0
1902F7001_030,5.0,3.2,7
1902F7001_031,3.2,4.2,7
1902F7001_032,4.2,4.8,7
1902F7001_033,4.8,5.6,6
1902F7001_034,5.6,5.2,6
1902F7001_035,5.2,4.0,3
1902F7001_036,4.0,4.0,3
1902F7001_037,4.0,4.0,4
1902F7001_038,4.0,4.0,4
1902F7001_039,4.0,4.8,6
1902F7001_040,4.8,3.0,7
1902F7001_041,3.0,5.6,7
1902F7001_042,5.6,5.2,6
1902F7001_043,5.2,3.0,7
1902F7001_044,3.0,5.4,5
1902F7001_045,5.4,4.2,3
1902F7001_046,4.2,3.0,7
1902F7001_047,3.0,3.2,7
1902F7001_048,3.2,1.8,7
1902F7001_049,1.8,4.0,4
1902F7001_050,4.0,4.0,4
1902F7001_051,4.0,3.0,7
1902F7001_052,3.0,3.8,7
1902F7001_053,3.8,3.0,7
1902F7001_054,3.0,3.8,3
1902F7001_055,3.8,2.8,7
1902F7001_056,2.8,4.0,3
1902F7001_057,4.0,4.0,4
1902F7001_058,4.0,2.8,7
1902F7001_059,2.8,5.0,7
1902F7001_060,5.0,5.4,6
1902F7001_061,5.4,3.0,7
1902F7001_062,3.0,3.8,3
1902F7001_063,3.8,3.0,7
1902F7001_064,3.0,1.6,7
1902F7001_065,1.6,3.0,3
1902F7001_066,3.0,2.4,7
1902F7001_067,2.4,3.8,3
1902F7001_068,3.8,2.4,7
1902F7001_069,2.4,2.4,7
1902F7001_070,2.4,3.6,3
1902F7001_071,3.6,1.6,7
1902F7001_072,1.6,2.4,3
1902F7001_073,2.4,1.6,0
1902F7001_074,1.6,3.2,3
1902F7001_075,3.2,4.0,3
1902F7001_076,4.0,5.4,6
1902F7001_077,5.4,5.2,6
1902F7001_078,5.2,4.6,3
1902F7002_001,4.0,4.0,3
1902F7002_002,4.0,4.0,3
1902F7002_003,4.0,4.6,7
1902F7002_004,4.6,4.6,7
1902F7002_005,4.6,4.0,3
1902F7002_006,4.0,4.6,3
1902F7002_007,4.6,4.0,4
1902F7002_008,4.0,5.0,6
1902F7002_009,5.0,5.6,6
1902F7002_010,5.6,5.2,6
1902F7002_011,5.2,5.0,7
1902F7002_012,5.0,3.6,7
1902F7002_013,3.6,4.0,3
1902F7002_014,4.0,5.8,0
1902F7002_015,5.8,5.2,3
1902F7002_016,5.2,4.2,3
1902F7002_017,4.2,5.8,7
1902F7002_018,5.8,5.0,3
1902F7002_019,5.0,5.0,6
1902F7002_020,5.0,5.2,5
1902F7002_021,5.2,4.2,4
1902F7002_022,4.2,5.2,6
1902F7002_023,5.2,5.8,7
1902F7002_024,5.8,5.2,7
1902F7002_025,5.2,4.8,7
1902F7002_026,4.8,5.4,6
1902F7002_027,5.4,5.2,5
1902F7002_028,5.2,5.4,7
1902F7002_029,5.4,4.0,3
1902F7002_030,4.0,5.2,3
1902F7002_031,5.2,5.0,5
1902F7002_032,5.0,5.0,7
1902F7002_033,5.0,4.6,0
1902F7002_034,4.6,4.2,7
1902F7002_035,4.2,4.4,5
1902F7002_036,4.4,4.8,6
1902F7002_037,4.8,3.8,3
