name,sys_utterance,user_utterance,UI3average,UI3average_diff,user_utterance_len
1902F4009_026, 何をして遊ぶことが多いですか？,最近なったらハマってるのでもしたりします,5.4,0.0,20
1902F4003_045, 使い心地はどうですか？,プライム会員なってすごく便利ですでもかかしの会に比べるとちょっと内容が出るような感じがするのでどうかなと思って,4.4,-0.5999999999999996,55
1902F4003_022, 健康のため、とか、リフレッシュするため、とかですか？,家族でできるものっていうのがスポーツっていいんじゃないかなと思ってね取り入れてます,5.2,1.4000000000000004,41
1902M7002_027, 健康番組、とかトーク番組とか見られますか？,ちょっと回ってませんでしたけど,3.0,-0.6000000000000001,15
1902M2001_069, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,そうなんですか今年出来たらヨーロッパ行きたいなと思ってるのでもし時間あったら即行きます,5.2,0.20000000000000012,43
1902F4005_048, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？,近くに歩いて行けるところにあります,5.0,-0.20000000000000012,17
1902F3002_013, 具体的にどういう味か教えてください。,すごく甘くてクリームが美味しいですよちょっと高いですけど,6.0,0.0,28
1902F4003_047, 具体的にどういったものを買いますか？,買うのがこの後すぐなんか今日頼んだら今日届いたり今日頼んだりも明日届くのでなかなかスーパーに行くより先に待つね頭にくる何処で買うとかあと何だろうキャンプ用品とかも良かったりします,5.2,1.4000000000000004,89
1902F4003_040, 具体的になんのために利用していますか？,今まで使ってなかったんですけど周りが LINE でやり取りする方が楽なっていうのが多くなって私も LINE やりとりをするようになったっていう感じですあと電話も無料で出来るって事ですごく便利なのでよく使ってます,4.4,0.4000000000000004,101
1902F4007_015, 具体的にはどういったものですか？,ケーキ可愛いです金を言っててもそんなに顔わけじゃないんですけども最近は美味しい食パン連絡均とかで売ってるのが流行ってるみたいでそれをご飯の美味しいところ教えてもらって買いに行ったりしますね,5.6,0.39999999999999947,94
1902F4010_093, 具体的には何ですか？,具体的にはいろいろあるのですが個人的には行けないような海外旅行も会社で怒っていただいたりそういうことはとても貴重な体験だったと思います,5.2,0.20000000000000012,67
1902F7002_071, 具体的には教えてもらえますか？,四国に八十八ヶ所というのはお金だがあるんですそこをホテルなんですけど神社じゃなくてお寺なんですけど市から八十八ヶ所まであるんですそれを1年間かけて行ってきます,6.0,-0.20000000000000012,79
1902F3002_038, 具体的に教えてください？,高額だったらサカナクションサッチモすとかですかね洋楽その時はやる教育者とか,5.2,0.20000000000000012,37
1902M3001_037, 具体的に教えてもらっていいですか？,SOS の主人公のディーラーっていう男とも広いと言うなって言う女がいるんですけどもまあ二人の子関わりを続けることで明らかになっていく真実とかがすごい興味深い,5.8,-0.6000000000000005,77
1902F4005_051, 大変ですよね。,＊,4.8,-1.0,1
1902M4002_025, 好きなゲームやおすすめのゲームってありますか？,＊,3.4,-0.6000000000000001,1
1902M5003_054, 好きなスポーツはなんですか？,そうですね野球も好きですしボーリングも好きですビリヤード脇です,5.4,0.20000000000000012,31
1902M3001_039, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,そうとめニンテンドースイッチは多いこもってますね Splatoon とかやってるみたいですよ,5.0,0.7999999999999998,44
1902M4001_045, 学生時代、たいへんだった体験はありますか？,学生時代はその野球をしていたので野球部の活動で実際の予選とか出て勝利した時とか降った時はすごく良かったなと今でも思い出として残っています,6.0,2.2,68
1902M4001_050, 学生時代、一番楽しかった学年はありますか？,他にはやはりこの初めてその本格的に1人暮らしをしてアルバイトと学業両立しながらと四年間過ごすことをできたのでいろんな社会経験を体験することもできたのでそれでもいいならねえかなと考えてます,6.2,0.0,93
1902F4008_067, 学生時代で、楽しかったエピソードを教えてください・・,ください高校生の時に文化祭とかで色々と行事のスタッフを見つめ合ってたけどそれをするのが楽しかったですね自分たちでなんか名前になってないとかするわけじゃなくって裏方なんですけれどもそういうのがすごい楽しかったです,5.6,1.5999999999999996,105
1902F4003_031, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,そうですね家で今家で仕事をしてるので家出る時はもう仕事が家事をしてることが多いですテレビとか漫画とかゲームは全く見ないです,4.0,0.0,61
1902F4007_034, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,そうですね基本は私がまやんですけどもたまに娘に行ってもらったりお願いしたら言うね今日も洗濯物が雨であったので書きにくいから夕方待っといてねって言って出てくるかなってちょっと期待しながら帰る,6.0,1.7999999999999998,94
1902F4009_030, 携帯ゲームかテレビゲームならどちらをしますか？,金単位かもしれないですね,3.8,-0.4000000000000004,12
1902F2002_100, 散歩とかエサの心配とかしなくていいので、居てくれるだけで、「安心する」という人もいるようです。,＊,3.2,0.0,1
1902M2001_068, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,はいバルセロナ知ってます,5.0,-0.4000000000000004,12
1902F4003_066, 旅行にはよく行かれますか？,最近はもう毎月1回キャンプに行くぐらいでどこかだと去年は8年前にも毎年カニを食べに行きます,5.0,0.7999999999999998,45
1902F4004_071, 旅行に行くときはなにか目的はありますか？,そうですね普段の生活で見えない体験できないことをしたりできたらなーって思っていますリラックスリラックスやリフレッシュもしたいですね,5.2,1.0,65
1902F4002_057, 旅行はどこに行ったことがありますか？,若い時はよく行ってましたけどたことあるのは北海道九州信州今行ったことあるし困りますね沖縄ます国内ですほとんど海外はないです言ったこと,5.2,1.2000000000000002,66
1902M4001_028, 日本で開催されるオリンピックを、見にいく予定はありますか？,チケットさえ手に入れば行ってみたいですでもこういう機会はなかなかないので,5.0,0.4000000000000004,36
1902M5002_042, 映画では洋画，邦画，それ以外のどれが好きですか？,どっちも好きですけど洋画の方がおいで,5.4,0.6000000000000005,18
1902F4007_060, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,そうですね今娘が高校3年生で今年から大学生なんですけどその小学校1高2の時に2年間大変なところをもちろんあるんですけども色んなおかあさんと知り合って楽しくできたのでよかったかなと思ってますね,5.4,1.4000000000000004,95
1902F4003_059, 最近、学校にはいきましたか？,最近過去にも行ってない,3.2,-0.5999999999999996,11
1902M2001_041, 最近アニメや漫画をよく見ますか？,漫画よく良くなります,5.6,1.3999999999999997,10
1902F7003_025, 最近スポーツはしましたか？,スポーツは苦手なので毎朝ウォーキングをしていますそうですね3店舗ぐらいある,5.4,0.0,37
1902M3001_032, 最近ハマっているゲームはありますか？,モンスターハンターワールドっていう PS 4のゲームにはまってます,5.6,-0.20000000000000012,31
1902F3002_044, 最近映画は見ましたか？,映画を見てないけど海外ドラマとかは,4.4,0.20000000000000012,17
1902M2001_047, 最近本は読みましたか？,本あんまり読まないですねさしさしぐらいです,4.0,-0.7999999999999998,21
1902M5001_020, 最近見た映画はありますか？,最近は見たありますよなんとかなんとかなんとかなんとかフレディマーキュリーの映画最近見ていて結構好きだったのですね,5.8,1.5999999999999996,56
1902M5001_027, 最近音楽は聞きましたか？,最近音楽初期化されてますよね子供がパソコンで音楽鳴らしてるのでそれを受けてあまり好みじゃないですけどそれを聞かされてます,3.8,-0.4000000000000004,60
1902F7003_040, 本はよく読む方ですか？,行くっていうほうでもないけども自分の文のある本だったら寄りますけれども本当途中でやめることも多いです C 70代になったら集中力や持続力が弱ってきてるのでちょこちょこと読んでやめてしまう時が多いのでそうですね時間にしたら1時間も集中して読めるかなかなり集中力が落ちています,4.4,0.4000000000000004,134
1902M3001_045, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？,Web で紙の本を買ってます Amazon で買って,5.2,0.7999999999999998,23
1902M4001_059, 本当ですか！,空はやはりその時とかそういったこと見舞われた時どうしてもあの私レンタカー借りてたんですけどもレンタカー自体がその道路が凍結してストップしてしまってちょっと動きが取れなくてちょっと非常に危ないような目にもあったんでおいた時は非常にそうなんの手前まで行ってたんでそういう体験をがありましたねそれはひどい今も記憶に残って,6.2,2.2,157
1902M2001_046, 楽しそうですね。今度知りあいにすすめてみたいと思います！,早く進めてください,4.8,0.39999999999999947,9
1902F7003_019, 楽しそうですね！,楽しいですお話しするのが好きです,6.0,0.0,16
1902M5001_030, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,おすすめ娘は何歳これは困りましたね5分で結構最近の雨も知らないですけどねごめんなさい,3.2,-1.0,42
1902M5001_021, 洋画が好きなんですか，おすすめの洋画ってありますか？,おすすめの洋画おすすめはないですけども進めていうのはこの私徳島でそれでよかったですよ,4.2,-1.5999999999999996,42
1902M3001_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,チョコレートが好きですねでもない甘すぎないチョコレートが好きですねか皮が90%から80%入ってるようなチョコレートが好きです,6.0,1.0,62
1902F4007_010, 甘いものと、からいものどちらがお好きですか？,どっちも好きなんだけどもどちらかと言えば甘いものが好きですね,4.8,0.39999999999999947,30
1902F7003_013, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,そう小豆は体にいいと思ってケーキとかだったらカロリーが多いかなと思いますのでちょっと控えています,5.4,-0.5999999999999996,48
1902F4008_019, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,マヨネーズはものすごく食べてしまいそうなので好きだけどあんまり食べないのにして,5.6,1.5999999999999996,39
1902M5003_036, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,ましたそうですね私も映画館で見たいですけれどもなかなか映画館に足が向かないです,4.0,0.0,39
1902M3001_041, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	,はいわかりました高いですけど買ったらちょっと行ってきます,3.8,-0.6000000000000005,28
1902F4005_050, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。,＊,5.8,1.7999999999999998,1
1902F7003_034, 競技はなにをご覧になりますか？,あんまり私にとってはあまりスポーツは興味がないのでそれが駄目だなと思いますごめんなさいもう少し興味を持たないと駄目だなって自分では思うんですけれどももう頭は苦手ですね,3.0,-1.7999999999999998,83
1902F6002_042, 素敵な趣味ですね。,西村されてるものは豊かな人生を豊かにしてくれるのかな,5.4,-0.1999999999999993,26
1902M5001_028, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,個人的なビートルズとかねローリングストーンズとか何か予定入った杭とか好きですけどね最近はもとより家族になろう仮面ライダーの歌とかねよくわからないと怒るとチョコレートっていう歌とかねなんかもしょっちゅう流れてるんでなんかちょっとでも覚え憶えてしまってねなんか口ずさんだりしてますね,5.2,1.4000000000000004,139
1902F4008_082, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。,確かに家庭児童手当しにするの良さそうですね,5.2,1.8000000000000005,21
1902F2002_036, 見たことのあるものの中で一番好きなものはなんですか？,アニメ見ながらアイアムアヒーローとか門仲の幕開け9月です,5.6,1.5999999999999996,28
1902F4005_038, 見るのが好きなんですね．最近はどこで見たんですか？,最近のパナソニックスタジアムでサッカーを見ました,5.4,1.2000000000000002,24
1902F4010_090, 貴重な体験をされましたね・・,今思えばと思います,4.8,-0.4000000000000004,9
1902F4005_077, 貴重な体験談をありがとうございました。,ありがとうございました,4.4,0.0,11
1902F6001_079, 貴重な体験談をありがとうございました・・,＊,3.8,0.0,1
1902F3002_075, 運動会や、学芸会などのイベントで面白かった体験はありますか？,今日は苦手あるんですけど宿泊学習とかいう名目でカードローン同時にテントを張って一泊したりとかしてました,4.4,-0.1999999999999993,51
1902F4007_040, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽はね私は子供達が効いてる効いてそれ何ていう曲って聞いたりとかして最近のお菓子のお金は持たないですよ子供たちが聞いてるので私も一緒によね,5.4,0.8000000000000007,69
1902M4001_036, 邦画が好きなんですか，おすすめの邦画ってありますか？,最近見た映画はそうですねま先日見たカメラを止める留めるだけですあれは非常に面白かったですねあれを見てよかったです,6.2,0.7999999999999998,56
1902F4006_115, 面白いですよね。,＊,3.8,0.0,1
1902F3002_078, 面白かったんですね！,＊,4.8,-1.0,1
